tenure_months,monthly_charges,total_charges,num_support_tickets,contract_type,payment_method,has_addon_streaming,churned
33,118.91957222876057,3755.855150407557,3,month_to_month,debit_card,False,0
14,83.81114636548506,1136.102051364046,4,one_year,bank_transfer,False,0
38,69.22179930427565,2599.998360732203,2,two_year,credit_card,True,1
53,87.78692507544699,4915.58347605158,1,month_to_month,paypal,False,0
51,66.2355495741614,3500.8869239467986,2,one_year,paypal,False,0
28,87.99999328859467,2523.608462862655,2,two_year,paypal,False,0
55,87.31634006359639,4811.756447580933,4,month_to_month,bank_transfer,False,0
3,99.7498115584499,297.8697668396437,1,month_to_month,credit_card,True,0
8,72.00285824920152,609.5392553310393,4,month_to_month,bank_transfer,True,1
60,23.651434995849996,1452.131079928073,3,two_year,credit_card,False,0
18,69.64943503435646,1233.458355361413,2,month_to_month,bank_transfer,True,0
47,85.37931743147492,3913.7721857847755,3,two_year,bank_transfer,False,0
47,39.991591955589826,1889.5923427411376,2,month_to_month,credit_card,False,1
8,88.49398393539585,728.1598845484689,4,month_to_month,debit_card,True,1
6,35.79063900853449,212.19697236511473,2,month_to_month,paypal,True,0
23,71.82587544350909,1724.2871574512574,2,two_year,debit_card,True,1
34,45.40111023483553,1551.3355848307049,2,month_to_month,credit_card,True,0
3,89.17022507560212,244.50342617643864,2,month_to_month,paypal,False,1
21,36.27046587619715,746.5326030518537,3,month_to_month,debit_card,False,1
32,41.800930199711104,1364.5122389724995,0,one_year,paypal,True,0
7,43.29086299280255,309.1979234232863,2,month_to_month,debit_card,False,0
3,97.33358357436565,296.9526069511611,4,two_year,debit_card,False,1
55,62.401963517828925,3489.8854909047095,2,one_year,debit_card,True,0
38,64.09566585758678,2161.575439389407,1,month_to_month,credit_card,False,0
14,101.22373066352965,1441.6946161080311,1,month_to_month,bank_transfer,False,1
47,56.9915909465361,2527.7750631562335,1,month_to_month,debit_card,False,0
7,98.15517610508397,684.589260075966,3,month_to_month,bank_transfer,True,1
6,47.054670170770734,302.74139930653473,2,month_to_month,debit_card,True,1
15,77.55925252068147,1201.2596042398252,1,two_year,debit_card,False,0
57,56.95850861194411,3240.651374664247,1,one_year,bank_transfer,False,0
42,84.12760292849171,3502.3178430465764,2,one_year,debit_card,True,0
7,77.89198842741081,543.1624200766931,1,month_to_month,credit_card,False,1
30,102.21801872828753,3128.467472760884,2,two_year,bank_transfer,False,0
62,80.08415037068916,4732.178851574456,0,month_to_month,credit_card,True,0
5,85.59242041471798,450.16544258503797,1,month_to_month,bank_transfer,False,1
10,74.98341002576359,739.6316584560601,2,one_year,paypal,False,0
31,57.018804939174416,1864.6286904144151,1,month_to_month,debit_card,False,0
9,69.69058474326395,647.4852394037696,0,month_to_month,bank_transfer,True,1
22,63.31758533239383,1454.5946734687561,2,month_to_month,paypal,False,0
66,90.16100525721184,5859.038007458083,1,month_to_month,credit_card,True,0
24,64.228944394872,1615.5162640180629,2,one_year,paypal,True,0
27,64.01653041620821,1708.0838277833573,0,month_to_month,paypal,False,0
37,60.92280283291627,2106.240799642925,3,one_year,debit_card,False,0
56,51.43351738421945,2770.592499386967,1,month_to_month,debit_card,False,1
33,54.470511837032724,1781.5245741047297,2,month_to_month,credit_card,True,1
45,71.03109126649919,3293.448253568015,2,one_year,credit_card,False,0
63,39.18531007471836,2339.767763943707,1,month_to_month,bank_transfer,True,0
32,51.87137881445673,1687.4028202087568,0,month_to_month,paypal,False,1
50,43.078773443100246,2107.7368664062155,3,month_to_month,bank_transfer,False,0
64,35.41857706515498,2057.695297491266,3,month_to_month,credit_card,False,1
69,96.1002097769285,6331.799521134365,3,month_to_month,credit_card,False,0
71,68.98743773886018,4721.96351730194,2,month_to_month,credit_card,False,0
2,73.4004862850914,152.6746578012298,3,month_to_month,paypal,False,1
12,67.90426692704379,827.4024549278625,0,month_to_month,paypal,True,0
52,80.23791824098487,4271.232476900566,3,one_year,credit_card,True,0
17,70.2115041105815,1071.8889899081325,1,month_to_month,bank_transfer,False,0
70,106.88232826788538,8247.495414176637,3,month_to_month,debit_card,False,0
59,74.33923647229048,4143.917410382272,3,one_year,credit_card,False,0
45,59.2094506045921,2860.935568334339,2,one_year,paypal,False,0
7,62.02070449346167,434.6038246884114,1,month_to_month,paypal,True,0
66,62.20388977158496,4028.4938310463635,2,one_year,bank_transfer,False,1
4,47.01681418922728,199.58175472951055,1,one_year,debit_card,True,0
44,49.31478281719765,1999.9946541313498,2,month_to_month,debit_card,True,0
52,109.3225494275118,5201.258171059716,0,month_to_month,paypal,False,0
39,73.40677541613576,2757.083297370891,0,month_to_month,debit_card,True,1
60,71.58992126182899,3985.8008888382797,1,month_to_month,debit_card,False,0
15,90.06411739235502,1309.1346320536084,2,month_to_month,debit_card,False,1
21,93.66210817096139,1961.563215349073,0,two_year,credit_card,False,0
1,109.49782170714717,108.98065216703166,5,month_to_month,debit_card,False,1
35,65.6661349188816,2051.438342072179,1,month_to_month,debit_card,True,0
23,83.73733922669712,1955.7687964388974,2,two_year,credit_card,False,1
19,72.73398406654425,1433.7723977528788,2,month_to_month,debit_card,False,1
17,69.25093830033401,1173.7282098555568,1,month_to_month,debit_card,False,1
38,105.63792451729853,3851.3210391810744,2,month_to_month,bank_transfer,False,1
70,87.08479721153665,6561.039570169579,2,month_to_month,bank_transfer,False,0
19,45.36105555831597,867.489058669931,1,one_year,bank_transfer,False,0
1,53.91004360915177,56.41334520675617,3,month_to_month,debit_card,False,1
17,91.58247558648418,1462.1647719322318,1,month_to_month,debit_card,True,1
13,52.14535581523983,681.943611540929,3,one_year,bank_transfer,False,1
55,57.05904721182546,3043.208658725655,2,month_to_month,paypal,False,0
6,68.84860475189191,409.3156000314245,1,month_to_month,credit_card,False,0
29,48.87469183418664,1397.3200590409563,3,two_year,paypal,False,0
28,85.21891051762233,2362.5348621704884,0,month_to_month,debit_card,False,1
24,74.70579418339739,1905.257958381959,2,two_year,paypal,False,1
19,65.29698706771129,1314.062871368691,1,two_year,bank_transfer,False,0
8,88.36292450415667,683.7518447143244,3,one_year,bank_transfer,False,0
16,78.04630782713232,1272.271300227608,3,one_year,paypal,True,0
41,68.20538460176763,2877.6737339097153,1,one_year,bank_transfer,False,0
46,66.80774664958655,3270.853475931754,2,one_year,bank_transfer,False,0
19,28.01587314877512,535.906426839188,0,month_to_month,bank_transfer,True,0
71,56.106812932422805,4049.8734407503243,5,month_to_month,bank_transfer,False,0
36,58.810585137021945,2189.4563935833266,2,month_to_month,credit_card,True,0
9,84.81285419686148,803.1325604772901,7,month_to_month,credit_card,False,1
14,41.27521163374292,600.3213278107872,3,month_to_month,credit_card,True,1
22,102.43848255910463,2224.4908663760734,0,one_year,bank_transfer,False,0
67,64.14591671157027,4506.80741262386,3,one_year,bank_transfer,False,0
26,95.10815420973285,2536.6727035440335,2,one_year,bank_transfer,False,1
6,56.398616919431795,359.3450761888938,4,month_to_month,bank_transfer,True,1
38,125.99394443674619,4830.023329669589,2,one_year,debit_card,False,1
52,73.71026613169487,4052.961861060256,2,two_year,paypal,True,0
26,85.41397564189526,2052.3839044762735,1,one_year,credit_card,False,0
49,82.81788317084246,4167.828459780331,1,month_to_month,credit_card,False,0
57,61.248533860317416,3386.005814551926,4,one_year,bank_transfer,False,1
54,65.91281126927434,3489.252409123299,0,month_to_month,paypal,False,1
10,62.00559887420472,639.1285008697442,1,one_year,paypal,False,1
41,65.91461024385403,2845.491309010891,1,month_to_month,paypal,True,1
39,47.98869333939697,1848.5065937954682,0,one_year,debit_card,False,1
55,99.60459737942614,5702.77742936377,0,month_to_month,debit_card,False,0
20,68.33334746006771,1321.1021517919023,2,one_year,credit_card,True,0
14,63.125426569242904,884.9458753386967,2,one_year,credit_card,False,0
64,84.87214000199367,5639.391005002042,2,month_to_month,bank_transfer,False,0
30,91.57977280284757,2756.1483865754385,2,one_year,credit_card,False,1
51,83.92823781645538,4182.440519306696,1,one_year,credit_card,True,0
11,69.84178019750547,714.7835072187831,2,two_year,debit_card,True,0
53,49.514753312822734,2858.745767336541,0,month_to_month,paypal,False,0
36,46.27104043614886,1569.5382423494373,1,month_to_month,paypal,False,1
3,59.643999946040594,165.79032221008634,2,month_to_month,bank_transfer,False,1
23,35.769212496335534,759.855824502797,0,one_year,credit_card,False,1
45,70.2160416971203,3197.847848400357,1,month_to_month,debit_card,False,0
6,58.782018183123476,357.20669396673276,0,month_to_month,bank_transfer,True,1
41,48.98672201533702,1943.4220404940527,3,month_to_month,debit_card,True,0
34,105.64587585409424,3795.4209738090854,0,month_to_month,debit_card,False,1
7,57.84941918089167,420.3415381207839,3,month_to_month,credit_card,True,1
57,57.03163750063188,3350.2058809746845,1,month_to_month,credit_card,False,0
66,93.76699841210697,5641.233515028238,4,month_to_month,debit_card,False,0
71,51.93034925552319,3501.9077604614363,1,month_to_month,debit_card,True,0
62,89.89911195133328,5989.687197901443,3,month_to_month,debit_card,False,0
68,73.57783423410362,5486.094131789896,2,month_to_month,debit_card,False,1
69,95.7981105352334,6695.907099629922,0,one_year,bank_transfer,False,0
27,114.63572290984783,3028.1434571001164,5,month_to_month,paypal,False,1
6,91.94655014405734,560.809765641896,2,one_year,debit_card,True,0
33,88.74753933839295,2925.8552778362637,3,month_to_month,bank_transfer,True,0
3,75.45911509726778,226.3472776396478,4,one_year,bank_transfer,True,1
15,65.30401211771164,921.0874497777623,2,month_to_month,credit_card,False,0
24,97.16368294209958,2300.107889504539,1,month_to_month,bank_transfer,True,1
25,98.19812434550056,2550.513975662504,0,month_to_month,bank_transfer,False,1
23,52.7603528937325,1151.4161661187463,3,month_to_month,credit_card,False,0
10,85.11643008376744,875.8602512760368,4,one_year,debit_card,True,1
71,91.74220396977532,6561.399064940619,0,two_year,bank_transfer,False,0
29,55.68285112437533,1584.3825383288818,2,one_year,credit_card,True,0
3,121.29026636585516,354.642667055783,2,month_to_month,credit_card,False,1
48,86.03591819800894,4016.860187651353,0,one_year,bank_transfer,False,0
68,65.21002728826507,4580.696770207489,2,month_to_month,bank_transfer,False,0
35,73.4922369500241,2644.149873046553,2,month_to_month,credit_card,True,0
5,68.58568816551075,353.9839885614021,3,month_to_month,paypal,False,0
13,77.86459553969655,1111.189128759161,1,month_to_month,debit_card,True,0
26,63.09686265514204,1555.8585891187174,3,two_year,bank_transfer,False,0
59,85.41963178386297,4882.6031849007695,1,month_to_month,debit_card,False,1
30,76.99543635430119,2012.4529159328165,2,month_to_month,bank_transfer,False,0
32,54.43651431444268,1737.7348533772947,4,month_to_month,credit_card,False,1
41,17.75608403361332,738.4428763504635,4,month_to_month,debit_card,False,1
17,64.35971036129581,1145.9000121989795,4,two_year,credit_card,False,0
20,103.87532481524985,2118.861236027212,0,month_to_month,paypal,True,1
64,52.99600732788274,3525.5441063320413,3,one_year,paypal,False,0
1,58.411198288366016,54.179861803554964,3,two_year,bank_transfer,True,1
53,67.29692785935168,3434.484726047743,2,month_to_month,debit_card,False,0
11,98.33888831581294,1074.7522163395852,2,one_year,debit_card,False,1
32,66.76557993917505,2001.7707342355866,3,month_to_month,paypal,False,0
35,65.18659442728557,2389.928282364702,0,month_to_month,credit_card,True,0
39,38.68945545063123,1630.99793467398,2,one_year,bank_transfer,True,1
66,55.349918893521014,3807.6146155252345,2,month_to_month,paypal,False,0
23,73.53539356451806,1678.1129098065278,2,month_to_month,debit_card,False,1
45,43.402179551188375,1854.3240004455217,0,month_to_month,paypal,False,0
6,77.0750095674499,436.81077655442033,1,one_year,credit_card,True,0
21,76.60775511311964,1645.1996082290268,2,one_year,paypal,False,0
62,54.28645943464994,3744.350109814632,4,month_to_month,bank_transfer,False,0
34,57.01753756723485,1980.5310229144945,0,month_to_month,debit_card,False,0
6,66.21508606863216,377.899885870065,2,two_year,credit_card,True,0
13,83.23895178861034,1039.5785257654773,1,two_year,credit_card,False,0
29,90.43087731962973,2758.192453627159,1,one_year,credit_card,False,1
71,55.09605058357075,4169.928599075346,1,month_to_month,debit_card,True,0
47,85.90460437287426,4221.367198169574,1,month_to_month,debit_card,True,0
67,108.48992074025146,7244.021939988387,1,one_year,credit_card,True,0
5,91.91044822991618,465.21443381880096,1,one_year,credit_card,False,0
3,62.04444172119584,190.99346246799246,3,month_to_month,debit_card,False,1
69,43.9644052517298,3173.283211390847,2,two_year,bank_transfer,True,0
64,79.86535587678198,5424.210033164382,2,month_to_month,debit_card,False,0
14,56.60009806243555,799.4872027304849,2,month_to_month,credit_card,True,0
57,80.9333406523297,4427.701693704406,0,two_year,debit_card,True,0
7,79.62348177349075,555.4789274220803,3,two_year,bank_transfer,False,1
21,65.40001607944436,1475.4284608052874,1,month_to_month,paypal,True,0
65,51.89269574636336,3560.925317851512,3,one_year,paypal,True,0
35,66.43297130978195,2346.4665502022604,0,month_to_month,paypal,False,0
46,53.32808233860207,2670.939028255321,0,month_to_month,bank_transfer,True,0
45,60.43445723983611,2892.8190175443115,0,month_to_month,paypal,False,0
60,72.76446850948605,4358.0838264406475,6,month_to_month,bank_transfer,False,0
41,90.52143940307066,3583.4115686053196,2,two_year,credit_card,False,1
45,101.58006223179777,4589.157304310413,1,one_year,bank_transfer,False,1
60,126.00171871828653,6932.369187566129,2,one_year,debit_card,True,1
55,56.03557080534855,3110.84495340464,0,one_year,paypal,True,0
33,40.39574677750381,1238.3729113621557,2,month_to_month,credit_card,True,0
15,57.89101024256069,931.4398786171035,5,month_to_month,paypal,True,0
69,82.17781033154063,5960.485776072855,1,month_to_month,bank_transfer,False,0
57,87.36944643002391,4495.385066504734,1,month_to_month,bank_transfer,True,0
69,76.95868954365422,5263.767562165459,0,month_to_month,paypal,True,1
23,69.18507284365614,1702.7248787486005,1,month_to_month,debit_card,False,1
10,49.3055801863051,473.28984237572405,0,month_to_month,debit_card,False,1
53,82.64752385131597,4600.72621888223,0,one_year,debit_card,True,1
67,50.38758378465156,3448.044861685098,2,month_to_month,paypal,True,0
27,83.89377044794414,2413.168472975257,3,month_to_month,bank_transfer,False,1
47,56.47506605272769,2548.119833848701,0,one_year,bank_transfer,True,0
53,48.97648105465819,2687.06202714844,5,month_to_month,credit_card,False,0
6,93.9325573797402,591.8963655795901,1,one_year,debit_card,False,1
30,69.83440232140826,2027.2146900114994,2,one_year,paypal,True,0
44,62.58773892920276,2728.5561057259047,1,one_year,bank_transfer,False,0
44,84.26138563703174,3822.720159836051,1,month_to_month,paypal,True,1
57,70.3301035240062,3937.5008609631072,3,one_year,paypal,True,0
7,70.86900048702915,470.7099253987726,0,month_to_month,debit_card,False,0
41,58.665739493797005,2286.3131627692915,3,one_year,paypal,True,0
66,68.1200245154243,4551.056160580253,2,two_year,credit_card,True,1
28,72.8108198983608,2101.7083537429253,2,one_year,credit_card,False,0
20,82.81570268505284,1672.8297847620568,2,one_year,bank_transfer,False,1
35,99.36163645330595,3565.1444462443415,1,month_to_month,paypal,False,1
39,81.11824062598885,3116.1532254913277,2,month_to_month,bank_transfer,True,0
60,48.2429592506615,2928.4392302519095,3,month_to_month,credit_card,False,0
70,41.94618645193821,3076.877200755203,0,one_year,bank_transfer,False,0
59,69.64302723415217,3572.1099131618507,3,two_year,paypal,False,0
24,54.293848147285345,1222.890207446135,5,one_year,bank_transfer,True,0
35,53.66413641459488,1915.9546219443498,3,month_to_month,credit_card,True,0
56,63.46753332864393,3270.13017284448,1,month_to_month,credit_card,True,0
57,81.08322970164346,4974.543103609847,3,month_to_month,paypal,False,0
64,48.34586355426369,3429.5093577110465,5,one_year,debit_card,True,0
59,67.05423372930885,3915.890477486289,4,month_to_month,bank_transfer,True,0
66,60.33538584069078,4208.976564647618,2,month_to_month,bank_transfer,False,0
55,14.560887387481438,817.190147188804,1,two_year,bank_transfer,False,0
30,77.13425278071905,2354.7703981343707,1,month_to_month,bank_transfer,False,0
68,71.12286680488334,5248.408392362187,2,month_to_month,bank_transfer,True,0
6,85.24298483917372,501.4793464866013,2,month_to_month,paypal,False,1
8,51.101323287598014,370.66116148684233,2,one_year,bank_transfer,True,0
22,68.11969651829689,1509.015544703548,1,two_year,credit_card,True,0
43,60.83183450893685,2572.948755664256,2,month_to_month,debit_card,True,1
28,48.89132438088591,1348.9049879216352,3,month_to_month,debit_card,False,0
19,75.10164087735517,1369.8945174931666,2,one_year,credit_card,True,1
30,73.514009123297,2030.3780027995638,2,one_year,paypal,True,1
67,57.60714033971977,3829.310232220612,2,one_year,paypal,False,0
44,83.25196300850502,3828.936708048227,2,month_to_month,bank_transfer,False,0
19,79.81213804911776,1634.7223140252188,5,month_to_month,credit_card,True,1
36,45.745624019148195,1564.3757621564066,3,one_year,bank_transfer,True,1
35,72.91260628687769,2447.4550657371296,5,month_to_month,debit_card,True,0
8,42.209532955637485,320.6681581534275,1,one_year,paypal,True,1
57,60.583566844489276,3383.9433018453515,1,two_year,paypal,False,0
31,102.12722301261437,3205.7354652843974,1,one_year,debit_card,False,0
39,64.39862746238249,2616.8754549082028,2,two_year,debit_card,False,0
52,40.11689386900666,1985.5190495308752,3,one_year,credit_card,True,0
55,54.464976927873586,2990.596536794705,1,month_to_month,credit_card,True,0
60,27.617921195653345,1660.4248068365873,1,one_year,bank_transfer,False,0
52,92.8517844558023,4926.059397504285,2,one_year,debit_card,False,1
22,68.93394262017691,1682.9431421664926,3,one_year,bank_transfer,False,0
9,62.00902116823143,575.8638622919108,1,month_to_month,credit_card,False,1
13,46.30630712675352,592.7747086848739,4,month_to_month,paypal,False,1
35,83.5322910355305,2682.2237668384905,1,month_to_month,paypal,True,1
13,66.66803384700765,867.4134494592894,1,two_year,bank_transfer,False,0
38,20.424869641983314,762.4273370370244,1,month_to_month,bank_transfer,False,0
57,67.6194298679975,3798.3803047969845,3,month_to_month,bank_transfer,False,0
18,52.01119520861825,866.6305281197398,5,one_year,debit_card,True,0
18,82.2200391965052,1578.3174700344114,2,two_year,debit_card,True,0
48,48.23384413890615,2061.198510437121,1,month_to_month,credit_card,False,0
17,88.78840843596362,1437.8992159692582,2,month_to_month,bank_transfer,False,0
64,50.36180308098393,3223.040834259385,2,month_to_month,credit_card,True,0
58,86.97731845270879,4790.610457590018,1,two_year,debit_card,False,0
54,40.11775328562443,2127.1893191405,2,month_to_month,credit_card,True,0
7,102.2382095493498,721.2176812941406,0,two_year,bank_transfer,True,1
30,75.72389885108633,2237.173613469555,1,one_year,debit_card,False,0
41,59.3708619538641,2353.031171099562,2,month_to_month,bank_transfer,True,0
37,118.92635717820647,4270.080014258292,3,month_to_month,paypal,True,0
63,102.18329937655166,6193.1278444744485,4,two_year,debit_card,False,1
37,62.28322450776757,2271.143671702726,2,one_year,bank_transfer,True,0
53,75.19222695806428,3798.0860721418617,0,one_year,debit_card,True,0
8,87.87597491870913,683.2468326509468,2,one_year,credit_card,False,1
34,96.72097194517401,3510.9794585747263,3,month_to_month,bank_transfer,False,0
23,95.65585712205427,2164.1692124201954,2,one_year,paypal,True,1
29,91.72651833746065,2698.755434932191,5,month_to_month,bank_transfer,False,1
43,50.92858370611946,1936.6947783280064,1,one_year,credit_card,False,0
14,66.79246728109473,975.9100744776571,2,month_to_month,bank_transfer,True,1
60,63.23088507516171,3738.7130639431543,2,month_to_month,debit_card,False,0
16,40.086794982492655,660.8644131904921,2,two_year,debit_card,False,0
43,63.03027843946207,2464.591328428826,2,one_year,bank_transfer,True,0
32,55.448526363572114,1767.0745747859823,1,one_year,paypal,False,0
43,72.58819073791737,3095.2395475559933,3,one_year,debit_card,False,0
58,42.60313069575711,2225.5953576994884,2,one_year,debit_card,False,0
6,70.78626132048592,443.5135882488422,2,month_to_month,debit_card,False,1
13,54.59743834718625,713.9784107630796,1,one_year,debit_card,False,0
66,86.5742281225795,5980.113604979961,6,one_year,bank_transfer,False,0
26,38.080856807875655,986.1264055430529,2,two_year,credit_card,False,1
43,74.82904319204859,3453.882724365805,0,one_year,debit_card,True,0
23,56.698765592767536,1188.7903813703717,4,one_year,credit_card,False,1
23,58.54866696757523,1306.6737974865246,1,month_to_month,debit_card,False,1
68,39.274553719115104,2764.47158055906,4,month_to_month,debit_card,False,1
40,37.38684755501198,1408.469479410003,1,month_to_month,bank_transfer,False,0
65,39.01485647311513,2492.4546172916685,3,one_year,bank_transfer,False,0
62,61.210729733062195,3476.631637389993,1,month_to_month,bank_transfer,True,0
19,93.99459560688341,1889.6107681090048,0,month_to_month,bank_transfer,False,1
59,33.70476502649606,1984.9792925105896,1,one_year,bank_transfer,True,0
71,76.84006914842043,5507.7015722742,4,month_to_month,bank_transfer,True,1
63,66.31774135765671,4504.303942021432,1,month_to_month,paypal,False,0
65,16.119947646150237,1007.2169666954773,2,month_to_month,debit_card,True,1
63,55.820819579083164,3713.1097493782804,0,two_year,debit_card,False,0
67,68.599742823744,4757.978424363948,1,one_year,debit_card,False,0
27,77.03141565924918,2099.024391830006,1,two_year,bank_transfer,False,0
57,64.71162574550593,3832.144787042185,0,month_to_month,debit_card,True,0
71,89.3960897478349,5997.260556940884,0,month_to_month,bank_transfer,False,0
13,60.67166987985131,820.0807654818321,1,one_year,paypal,False,0
63,68.34205953036893,3877.239910931497,3,one_year,bank_transfer,False,0
65,51.22910905381534,3741.4716189838337,2,one_year,bank_transfer,True,0
5,100.17439246645156,524.47834087718,2,month_to_month,debit_card,True,1
41,50.43118239917131,2168.722647078012,2,two_year,paypal,False,0
17,47.04194249619982,841.8262314519772,2,two_year,bank_transfer,False,0
26,12.607599502900868,325.5681357753936,3,one_year,paypal,False,0
42,85.09287234345217,3630.0981066080385,0,one_year,paypal,True,1
62,98.42151876139567,6168.854713397425,1,month_to_month,credit_card,True,0
49,35.22025545600179,1718.4476303533834,2,one_year,paypal,False,0
59,25.1859147800411,1473.545387954321,3,month_to_month,credit_card,True,1
19,70.83708951564955,1400.266793649731,1,month_to_month,debit_card,False,0
4,87.08769321356743,344.0868859561648,4,two_year,paypal,True,1
57,78.00619816619347,4712.218872923344,0,month_to_month,credit_card,False,0
47,47.43993583112949,2144.484926673291,2,two_year,paypal,False,0
3,103.47948990542092,312.761274651082,1,month_to_month,bank_transfer,True,1
1,93.93633418192249,94.23995086352657,2,month_to_month,bank_transfer,False,1
16,68.89093250384171,1071.1800475590744,3,two_year,bank_transfer,False,0
65,76.73247413254686,4557.652956870093,4,month_to_month,debit_card,False,1
49,85.74965408771051,4180.345762164225,1,two_year,paypal,True,0
42,25.299290042026676,989.1419727113021,2,month_to_month,credit_card,True,0
31,62.57164527835863,1880.0550598233276,1,month_to_month,paypal,False,0
69,84.52058066078283,5306.097713021025,2,one_year,bank_transfer,False,0
65,66.17787580440181,4737.081623891233,2,one_year,bank_transfer,False,0
18,69.35217446437125,1126.6761374006444,4,month_to_month,debit_card,False,1
36,103.67496245249968,3475.0475500289417,0,month_to_month,debit_card,False,1
43,79.77820023515609,3790.4535573132507,4,two_year,debit_card,True,1
36,43.414025541564015,1498.1534649687153,0,two_year,paypal,False,0
69,106.524186938136,7797.918669401006,1,one_year,bank_transfer,False,0
56,80.52404036247792,4430.47606511851,1,one_year,credit_card,False,0
54,43.24912613414212,2279.205621950089,3,month_to_month,debit_card,False,0
22,71.2202971082841,1609.4547814584678,4,month_to_month,bank_transfer,True,0
44,63.071274956298,2672.0545952604807,2,month_to_month,bank_transfer,False,0
51,46.77379590554808,2306.929350598285,1,one_year,credit_card,False,0
39,72.27750388284025,3083.4428542398914,0,month_to_month,bank_transfer,True,0
42,49.3177772094058,2128.293888035311,2,month_to_month,paypal,False,0
53,79.32985633499014,4459.554058969398,4,one_year,paypal,False,1
27,107.01707268582535,2788.2944299815254,4,two_year,credit_card,False,0
61,87.37405350463366,5040.0026123022235,1,one_year,debit_card,False,0
47,69.37290598646996,3347.171080716098,3,month_to_month,paypal,False,1
0,60.518390532672775,0.0,3,month_to_month,debit_card,False,1
57,51.321190947074726,2835.1881342435886,1,one_year,paypal,True,0
62,56.02167325186657,3640.8276706218453,1,one_year,bank_transfer,False,0
10,67.61749932567339,703.8170792468381,1,one_year,bank_transfer,False,0
21,72.30262735015619,1537.561754045033,4,month_to_month,debit_card,False,0
27,90.96059155234505,2304.8560157859843,3,one_year,bank_transfer,True,1
11,57.0596675609708,603.447540644697,2,month_to_month,paypal,True,1
55,78.96284289253413,3970.994867077796,3,month_to_month,credit_card,True,1
55,94.29442948995562,4901.4209687218945,3,month_to_month,bank_transfer,False,0
55,67.98982326371603,3762.5348866378217,1,month_to_month,debit_card,True,0
16,82.22708840516417,1305.890966949881,0,two_year,paypal,False,0
46,92.35148393866312,4079.724934653992,3,month_to_month,paypal,True,0
14,97.59664659508776,1348.2086178345294,3,one_year,bank_transfer,False,0
44,65.3429856776883,2865.851068084498,1,month_to_month,paypal,False,0
16,60.66421623912961,1011.9284477165478,1,month_to_month,debit_card,False,0
34,86.92250491811211,3085.428153284581,5,one_year,debit_card,False,1
53,82.54987793343689,4402.309589548656,2,month_to_month,paypal,True,0
5,53.36477651474381,239.4319128454613,0,one_year,bank_transfer,True,1
63,74.52216020088743,4904.113783005733,3,one_year,debit_card,False,1
7,98.1323106730129,659.9837152379223,1,month_to_month,bank_transfer,False,0
2,96.56313241791594,181.4924703289605,1,one_year,debit_card,False,1
64,92.7165969770026,5904.082356630587,2,month_to_month,credit_card,True,0
16,86.14194231309925,1565.4070726480968,3,one_year,paypal,False,1
62,69.39630285708294,4241.091753648888,0,one_year,bank_transfer,False,0
22,48.02150868818915,1044.6672440063069,1,one_year,debit_card,True,0
62,85.10503551952202,5577.327390890564,4,month_to_month,debit_card,True,0
0,64.45323582412664,0.0,1,month_to_month,bank_transfer,False,1
46,72.98968201479019,3258.587009977284,1,one_year,bank_transfer,False,0
63,106.3305399228021,6829.353270944642,2,one_year,debit_card,True,0
56,54.716644842315546,3038.7985465635784,3,month_to_month,bank_transfer,True,0
54,67.55832224057217,3746.290562286787,1,month_to_month,paypal,True,0
16,44.3370439479268,694.0079047036113,2,month_to_month,debit_card,False,0
31,93.23469580029398,2856.8696245495776,1,month_to_month,credit_card,False,1
35,47.97486358377535,1792.4273189249368,3,month_to_month,debit_card,False,0
11,46.150361464350446,519.244706197315,1,one_year,debit_card,False,0
42,118.35611072232892,4741.67232911713,1,two_year,bank_transfer,True,0
55,56.23095764791571,3328.0446894459506,4,month_to_month,debit_card,True,0
31,86.38208337824277,2633.859981333942,0,month_to_month,paypal,True,0
28,64.64410852649634,1852.2965874270878,0,one_year,paypal,True,1
32,68.93314075506544,2258.259427418566,1,month_to_month,debit_card,True,0
31,44.82387080631327,1408.4267413095397,0,month_to_month,credit_card,False,0
26,90.91661183521396,2408.1933070425157,4,one_year,credit_card,False,0
12,69.5900887565434,789.8994985792839,2,one_year,bank_transfer,False,1
52,100.2428711624384,5523.418670561409,4,month_to_month,debit_card,False,0
16,81.53416723086804,1375.9310054820926,2,month_to_month,bank_transfer,True,1
56,77.9406320458796,4508.407902190214,2,month_to_month,debit_card,False,0
39,86.41198589995312,3172.997783371823,3,one_year,paypal,True,1
69,31.00397648693937,2211.5120665896698,0,month_to_month,credit_card,False,1
2,73.23324772759108,135.5961296121089,2,month_to_month,bank_transfer,True,1
27,49.60830983665114,1412.8729933087204,2,month_to_month,debit_card,True,1
40,42.42871712795782,1667.8133031777559,2,two_year,bank_transfer,False,0
3,64.94555374853883,216.26015824057464,1,month_to_month,bank_transfer,False,0
26,86.97032210777007,2235.934681778589,4,month_to_month,paypal,True,1
30,63.99383483527374,1944.8315451252258,2,month_to_month,bank_transfer,False,1
16,62.50409850419833,974.3614997939691,4,month_to_month,debit_card,False,0
50,80.50191947945196,3728.2749578843104,2,month_to_month,bank_transfer,False,0
61,69.47140090518604,4016.331827335941,2,one_year,paypal,True,0
58,51.11154243193817,2896.8581928168405,3,one_year,bank_transfer,False,1
58,32.28476778857744,1983.530369122499,2,one_year,debit_card,True,0
